title,link,genre
aggressor-wortklarung,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aggressor%20%28Wort%C2%B7kl%C3%A4rung%29,Wörter_mit_verschiedenen_Bedeutungen
agil,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Agil,Ohne_Kategorie
agnostizismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Agnostizismus,Seiten_mit_defekten_Dateilinks
ahnungslos,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ahnungslos,Ohne_Kategorie
aids,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aids,Gesundheit|Sexualität
airbnb,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Airbnb,Internet
akklimatisation,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Akklimatisation,Sport
akku,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Akku,Technik
akronym,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Akronym,Sprache
akt,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Akt,Wörter_mit_verschiedenen_Bedeutungen
aktenvernichter,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aktenvernichter,Technik
aktenzeichen-xy,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aktenzeichen%20XY,Radio_und_Fernsehen
aktie,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aktie,Geld
aktion-mensch,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aktion%20Mensch,Ohne_Kategorie
aktivist,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aktivist,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
akzeptieren,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Akzeptieren,Ohne_Kategorie
aladin-und-die-wunderlampe,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aladin%20und%20die%20Wunderlampe,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
alan-paton,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alan%20Paton,Personen|Seiten_mit_defekten_Dateilinks
alan-turing,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alan%20Turing,Personen
albert-camus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Albert%20Camus,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
albert-einstein,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Albert%20Einstein,Personen
albert-hofmann,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Albert%20Hofmann,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
alcopop,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alcopop,Ohne_Kategorie
aldous-huxley,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aldous%20Huxley,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
aleppo,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aleppo,Städte|Seiten_mit_defekten_Dateilinks
aleviten,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aleviten,Religion
alex-honnold,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alex%20Honnold,Sport|Personen|Seiten_mit_defekten_Dateilinks
alexander-graham-bell,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alexander%20Graham%20Bell,Personen|Seiten_mit_defekten_Dateilinks
alexander-mitscherlich,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alexander%20Mitscherlich,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
alexander-sergejewitsch-puschkin,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alexander%20Sergejewitsch%20Puschkin,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
alexander-sutherland-neill,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alexander%20Sutherland%20Neill,Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
alexander-tatarnikov,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alexander%20Tatarnikov,Personen|Hurraki:Überarbeiten
algorithmus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Algorithmus,Schule_und_Lernen|Computer|Internet|Seiten_mit_defekten_Dateilinks
alice-miller,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alice%20Miller,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
alice-salomon,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alice%20Salomon,
allee,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allee,Ohne_Kategorie
alleinstehend,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alleinstehend,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
alleinunterhalter,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alleinunterhalter,Beruf|Seiten_mit_defekten_Dateilinks
allen-menschen-recht-getan-ist-eine-kunst-die-niemand-kann,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allen%20Menschen%20recht%20getan%2C%20ist%20eine%20Kunst%2C%20die%20niemand%20kann,Sprichwörter|Seiten_mit_defekten_Dateilinks
allenthalben,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allenthalben,Ohne_Kategorie
aller-anfang-ist-schwer,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aller%20Anfang%20ist%20schwer,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
allerheiligen,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allerheiligen,Religion|Seiten_mit_defekten_Dateilinks
alles,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alles,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
alles-in-butter,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alles%20in%20Butter,Redewendungen
allgemeine-geschaftsbedingungen,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allgemeine%20Gesch%C3%A4ftsbedingungen,Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks
allgemeines-gleichbehandlungsgesetz,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Allgemeines%20Gleichbehandlungsgesetz,Politik|Recht_und_Gesetz|Seiten_mit_defekten_Dateilinks
alltagsmaske,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alltagsmaske,Gesundheit|Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks
alte-welt,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alte%20Welt,Länder|Seiten_mit_defekten_Dateilinks
altenburg,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altenburg,Städte
alter,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alter,Seiten_mit_defekten_Dateilinks|Biologie
alternative,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alternative,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
alternative-fur-deutschland,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alternative%20f%C3%BCr%20Deutschland,Politik|Aus_den_Nachrichten|Partei_in_Deutschland
altersarmut,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altersarmut,Politik|Arbeit|Seiten_mit_defekten_Dateilinks|Ohne_Kategorie
altes-agypten,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altes%20%C3%84gypten,Geschichte
altruismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altruismus,Ohne_Kategorie
altstadt,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altstadt,Stadt
altweibersommer,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Altweibersommer,Natur
aluminiumhut,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aluminiumhut,Kleider
alzheimer,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alzheimer,Wörter_mit_verschiedenen_Bedeutungen
alzheimer-krankheit,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Alzheimer%20-%20Krankheit,Gesundheit
amazoned,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amazoned,Geld
ambivalenz,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ambivalenz,Gesundheit
ambulanz,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ambulanz,Wörter_mit_verschiedenen_Bedeutungen|Gesundheit
ambulanz-krankenhaus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ambulanz%20%28Krankenhaus%29,Gesundheit
ambulanz-krankenwagen,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ambulanz%20%28Krankenwagen%29,Gesundheit
amnestie,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amnestie,Recht_und_Gesetz
amnesty-international,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amnesty%20International,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
amok,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amok,Ohne_Kategorie
amoklauf-von-trollhattan,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amoklauf%20von%20Trollh%C3%A4ttan,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
ampelkoalition,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ampelkoalition,Politik|Bundestagswahl
amtseid,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amtseid,Recht_und_Gesetz
amtssprache,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amtssprache,Sprache|Öffentliche_Verwaltung|Seiten_mit_defekten_Dateilinks
amtszeit,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Amtszeit,Politik|Seiten_mit_defekten_Dateilinks
anakonda,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anakonda,Tiere|Reptilien
analphabet,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Analphabet,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
anamnese,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anamnese,Gesundheit|Seiten_mit_defekten_Dateilinks
anarchismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anarchismus,Politik|Seiten_mit_defekten_Dateilinks
anerkennen,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anerkennen,Ohne_Kategorie
anerkennung,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anerkennung,Hurraki:Überarbeiten
angela-merkel,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Angela%20Merkel,Personen|Politik|Hurraki:Überarbeiten
angeln,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Angeln,Sport|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
anglizismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anglizismus,Sprache|Seiten_mit_defekten_Dateilinks
angriff-in-las-vegas,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Angriff%20in%20Las%20Vegas,Geschichte|Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
animal-liberation-front,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Animal%20Liberation%20Front,Ohne_Kategorie
ankerland,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ankerland,Länder|Seiten_mit_defekten_Dateilinks
anlauttabelle,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anlauttabelle,Schule_und_Lernen
anna-faris,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anna%20Faris,Personen|Seiten_mit_defekten_Dateilinks
annalena-baerbock,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Annalena%20Baerbock,Aus_den_Nachrichten|Personen|Politik
anonym,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anonym,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
anonymitat,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anonymit%C3%A4t,Ohne_Kategorie
anonymous-gruppe,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anonymous-Gruppe,Internet|Computer
anorexie,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anorexie,Gesundheit
anrainer,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anrainer,Recht_und_Gesetz
anschlag-am-1-januar-2017-istanbul,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20am%201.%20Januar%202017%20Istanbul,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-am-10-dezember-2016-in-istanbul,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20am%2010.%20Dezember%202016%20in%20Istanbul,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-am-12-januar-2016-in-istanbul,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20am%2012.%20Januar%202016%20in%20Istanbul,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-auf-charlie-hebdo,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20auf%20Charlie%20Hebdo,Politik|Attentat
anschlag-auf-den-bus-von-borussia-dortmund,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20auf%20den%20Bus%20von%20Borussia%20Dortmund,Aus_den_Nachrichten|Hurraki:Überarbeiten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-ankara-2015,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Ankara%202015,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-ankara-2016,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Ankara%202016,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-bangkok-im-august-2015,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Bangkok%20im%20August%202015,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-berlin-2016,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Berlin%202016,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-charlottesville,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Charlottesville,Aus_den_Nachrichten|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
anschlag-in-hanau-2020,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Hanau%202020,Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks
anschlag-in-london-am-22marz-2017,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20London%20am%2022.M%C3%A4rz%202017,Ohne_Kategorie|Hurraki:Überarbeiten|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-london-am-3-juni-2017,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20London%20am%203.%20Juni%202017,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-ouagadougou-2016,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Ouagadougou%202016,Aus_den_Nachrichten|Seiten_mit_defekten_Dateilinks
anschlag-in-paris-am-20-april-2017,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Paris%20am%2020.%20April%202017,Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-sousse,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Sousse,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-stockholm-2017,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Stockholm%202017,Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-straburg-2018,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Stra%C3%9Fburg%202018,Aus_den_Nachrichten|Attentat
anschlag-in-suruc,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Suruc,Ohne_Kategorie|Aus_den_Nachrichten|Geschichte|Seiten_mit_defekten_Dateilinks
anschlag-in-tunis-am-24-november-2015,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschlag%20in%20Tunis%20am%2024%20November%202015,Ohne_Kategorie|Geschichte|Seiten_mit_defekten_Dateilinks
anschlage-am-13-november-2015-in-paris,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschl%C3%A4ge%20am%2013.%20November%202015%20in%20Paris,Geschichte|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
anschlage-in-beirut-2015,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschl%C3%A4ge%20in%20Beirut%202015,Geschichte|Seiten_mit_defekten_Dateilinks
anschlage-in-brussel-am-22-marz-2016,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anschl%C3%A4ge%20in%20Br%C3%BCssel%20am%2022.%20M%C3%A4rz%202016,Aus_den_Nachrichten|Geschichte|Ohne_Kategorie|Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
ansturm,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Ansturm,Ohne_Kategorie
antagonist,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antagonist,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
anthropozan,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anthropoz%C3%A4n,Zeit|Geschichte|Seiten_mit_defekten_Dateilinks
antibabypille,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antibabypille,Gesundheit|Sexualität|Seiten_mit_defekten_Dateilinks
antibiotika,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antibiotika,Gesundheit
antipasto,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antipasto,Essen_und_Trinken
antischall,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antischall,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
antisemitismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antisemitismus,Hurraki:Überarbeiten|Seiten_mit_defekten_Dateilinks
antithese,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antithese,Sprache
antiziganismus,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antiziganismus,Ohne_Kategorie
antonym,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Antonym,Sprache
anwerbeabkommen,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anwerbeabkommen,Ohne_Kategorie|Seiten_mit_defekten_Dateilinks
anzuglich,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Anz%C3%BCglich,Ohne_Kategorie
apartheid,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apartheid,Politik|Geschichte
apartheidspolitik,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apartheidspolitik,Politik|Hurraki:Überarbeiten|Geschichte|Seiten_mit_defekten_Dateilinks
aperitif,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aperitif,Essen_und_Trinken
apfel,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apfel,Obst
aphasie,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aphasie,Gesundheit
apoplex,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apoplex,Gesundheit
aporie,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Aporie,Ohne_Kategorie
apotheke,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apotheke,Gesundheit
app,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=App,Computer|Seiten_mit_defekten_Dateilinks
apparat,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apparat,Hilfsmittel|Seiten_mit_defekten_Dateilinks
apple,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apple,Computer|Hurraki:Überarbeiten
apple-watch,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Apple%20Watch,Computer|Technik|Internet
applizieren,https://hurraki.de/w/api.php?action=parse&prop=categories|text&format=json&page=Applizieren,Ohne_Kategorie
